documentId,referenceCode,department,category,subject,shortTitle,longTitle,year,issueDate,effectiveToOrBlank,status,jurisdiction,pageCount,tagsSemicolonSeparated
902,F-GUI-2016-186,Finance,Guideline,Community Forestry,Community Forestry – Guideline,Finance Department Guideline on Community Forestry,2016,2013-12-22,,Active,Circle-East,43,fire;rules;teak
903,R-GUI-2013-946,Revenue,Guideline,Land Allotment,Land Allotment – Guideline,Revenue Department Guideline on Land Allotment,2013,2016-04-08,,Active,Circle-South,36,community;offence;plantation;teak
904,F-NOT-2012-455,Forest,Notification,Wildlife Protection,Wildlife Protection – Notification,Forest Department Notification on Wildlife Protection,2012,2013-02-07,2016-08-12,Superseded,Circle-North,8,climate;community;digital;plantation
905,F-ORD-2016-590,Finance,Order,Eco Tourism,Eco Tourism – Order,Finance Department Order on Eco Tourism,2016,2025-12-13,,Active,Circle-West,53,fire;marketing
906,W-NOT-2017-396,Wildlife,Notification,Climate Mission,Climate Mission – Notification,Wildlife Department Notification on Climate Mission,2017,2018-10-08,,Active,Circle-South,71,budget;offence;teak
907,F-CIR-2020-078,Forest,Circular,Budget Release,Budget Release – Circular,Forest Department Circular on Budget Release,2020,2022-09-19,2023-08-21,Superseded,Circle-South,23,climate;eco;fire;rules
908,F-CIR-2023-862,Finance,Circular,Wildlife Protection,Wildlife Protection – Circular,Finance Department Circular on Wildlife Protection,2023,2015-03-18,,Active,Circle-South,61,climate;community;rules
909,P-ORD-2011-502,Planning,Order,Fire Management,Fire Management – Order,Planning Department Order on Fire Management,2011,2017-04-20,,Active,Circle-East,25,fire;marketing;teak;wildlife
910,W-GUI-2020-849,Wildlife,Guideline,Land Allotment,Land Allotment – Guideline,Wildlife Department Guideline on Land Allotment,2020,2014-01-16,,Active,Circle-West,115,budget;fire;land;teak
911,F-NOT-2017-148,Finance,Notification,Land Allotment,Land Allotment – Notification,Finance Department Notification on Land Allotment,2017,2016-09-20,,Active,Circle-North,62,campa;teak
912,W-GUI-2021-495,Wildlife,Guideline,Budget Release,Budget Release – Guideline,Wildlife Department Guideline on Budget Release,2021,2014-05-23,,Active,Circle-North,20,budget;campa;community;teak
913,F-CIR-2010-532,Forest,Circular,Eco Tourism,Eco Tourism – Circular,Forest Department Circular on Eco Tourism,2010,2025-10-26,,Active,Circle-West,108,campa;climate;patrol;rules
914,P-ORD-2014-563,Planning,Order,Digital Monitoring,Digital Monitoring – Order,Planning Department Order on Digital Monitoring,2014,2024-12-04,,Active,Circle-North,87,marketing;rules;teak
915,R-ORD-2021-809,Revenue,Order,Wildlife Protection,Wildlife Protection – Order,Revenue Department Order on Wildlife Protection,2021,2010-11-17,,Active,Circle-South,36,community;teak;wildlife
916,F-ORD-2022-089,Finance,Order,Teak Plantation,Teak Plantation – Order,Finance Department Order on Teak Plantation,2022,2018-11-09,,Active,Circle-South,2,budget;eco;wildlife
917,R-GUI-2020-560,Revenue,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Revenue Department Guideline on Wildlife Protection,2020,2015-10-19,,Active,Circle-North,100,campa;patrol;rules;wildlife
918,P-ORD-2023-178,Planning,Order,Wildlife Protection,Wildlife Protection – Order,Planning Department Order on Wildlife Protection,2023,2022-09-02,,Active,Circle-East,32,fire;rules
919,F-NOT-2022-286,Finance,Notification,Climate Mission,Climate Mission – Notification,Finance Department Notification on Climate Mission,2022,2013-12-08,2017-03-29,Superseded,Circle-West,33,community;fire;land;wildlife
920,W-CIR-2020-271,Wildlife,Circular,Fire Management,Fire Management – Circular,Wildlife Department Circular on Fire Management,2020,2011-06-16,,Active,Circle-North,42,budget;marketing;rules
921,P-ORD-2017-259,Planning,Order,Community Forestry,Community Forestry – Order,Planning Department Order on Community Forestry,2017,2021-09-02,,Active,Circle-North,88,offence;patrol;teak
922,R-ORD-2016-422,Revenue,Order,Climate Mission,Climate Mission – Order,Revenue Department Order on Climate Mission,2016,2013-04-12,,Active,Circle-South,10,budget;campa;eco;wildlife
923,P-NOT-2025-615,Planning,Notification,Eco Tourism,Eco Tourism – Notification,Planning Department Notification on Eco Tourism,2025,2019-10-03,2023-04-14,Superseded,Circle-North,39,budget;rules
924,P-ORD-2025-857,Planning,Order,Land Allotment,Land Allotment – Order,Planning Department Order on Land Allotment,2025,2014-01-20,,Active,Circle-North,3,eco;plantation;teak
925,W-CIR-2021-343,Wildlife,Circular,Teak Plantation,Teak Plantation – Circular,Wildlife Department Circular on Teak Plantation,2021,2020-10-10,,Active,Circle-East,57,patrol;plantation;wildlife
926,R-OM-2024-464,Revenue,OM,Digital Monitoring,Digital Monitoring – OM,Revenue Department OM on Digital Monitoring,2024,2019-01-13,,Active,Circle-West,2,budget;fire;plantation;rules
927,F-ORD-2011-678,Finance,Order,Eco Tourism,Eco Tourism – Order,Finance Department Order on Eco Tourism,2011,2011-10-29,2015-02-27,Superseded,Statewide,48,budget;eco;wildlife
928,P-GUI-2014-405,Planning,Guideline,CAMPA Utilisation,CAMPA Utilisation – Guideline,Planning Department Guideline on CAMPA Utilisation,2014,2012-02-11,,Active,Circle-South,117,marketing;plantation
929,R-ORD-2016-104,Revenue,Order,Land Allotment,Land Allotment – Order,Revenue Department Order on Land Allotment,2016,2013-11-26,,Active,Circle-South,24,climate;fire;teak
930,P-CIR-2013-810,Planning,Circular,Land Allotment,Land Allotment – Circular,Planning Department Circular on Land Allotment,2013,2017-05-21,,Active,Statewide,14,budget;digital;rules;teak
931,F-ORD-2021-051,Finance,Order,Community Forestry,Community Forestry – Order,Finance Department Order on Community Forestry,2021,2012-11-05,,Active,Circle-South,98,community;digital
932,F-OM-2018-530,Forest,OM,Teak Plantation,Teak Plantation – OM,Forest Department OM on Teak Plantation,2018,2011-12-10,2013-04-20,Superseded,Circle-West,17,budget;fire
933,F-OM-2024-309,Forest,OM,Land Allotment,Land Allotment – OM,Forest Department OM on Land Allotment,2024,2021-07-25,,Active,Circle-South,96,eco;patrol;rules;wildlife
934,W-OM-2024-561,Wildlife,OM,CAMPA Utilisation,CAMPA Utilisation – OM,Wildlife Department OM on CAMPA Utilisation,2024,2016-08-04,,Active,Circle-South,70,land;offence;teak
935,P-NOT-2022-027,Planning,Notification,Community Forestry,Community Forestry – Notification,Planning Department Notification on Community Forestry,2022,2011-07-14,,Active,Circle-South,118,budget;fire;offence
936,W-OM-2017-653,Wildlife,OM,Fire Management,Fire Management – OM,Wildlife Department OM on Fire Management,2017,2019-07-10,,Active,Circle-South,38,fire;patrol
937,W-OM-2010-304,Wildlife,OM,Digital Monitoring,Digital Monitoring – OM,Wildlife Department OM on Digital Monitoring,2010,2010-02-21,,Active,Circle-East,61,budget;community
938,W-CIR-2012-518,Wildlife,Circular,Community Forestry,Community Forestry – Circular,Wildlife Department Circular on Community Forestry,2012,2025-05-07,,Active,Circle-East,61,campa;community;patrol;wildlife
939,W-GUI-2017-948,Wildlife,Guideline,Teak Plantation,Teak Plantation – Guideline,Wildlife Department Guideline on Teak Plantation,2017,2016-05-01,,Active,Circle-East,11,marketing;offence;teak
940,F-GUI-2015-872,Forest,Guideline,Climate Mission,Climate Mission – Guideline,Forest Department Guideline on Climate Mission,2015,2010-03-24,,Active,Circle-South,73,community;land;marketing;plantation
941,W-OM-2016-832,Wildlife,OM,Eco Tourism,Eco Tourism – OM,Wildlife Department OM on Eco Tourism,2016,2024-09-24,,Active,Circle-North,65,campa;eco;land;patrol
942,W-GUI-2014-154,Wildlife,Guideline,Land Allotment,Land Allotment – Guideline,Wildlife Department Guideline on Land Allotment,2014,2016-02-27,,Active,Circle-West,58,budget;climate;fire;marketing
943,F-OM-2017-119,Forest,OM,Budget Release,Budget Release – OM,Forest Department OM on Budget Release,2017,2020-09-07,2023-01-16,Superseded,Circle-North,12,climate;digital;patrol;rules
944,F-NOT-2012-514,Forest,Notification,Climate Mission,Climate Mission – Notification,Forest Department Notification on Climate Mission,2012,2021-07-29,2023-05-22,Superseded,Statewide,10,climate;digital;fire;land
945,P-NOT-2018-756,Planning,Notification,Climate Mission,Climate Mission – Notification,Planning Department Notification on Climate Mission,2018,2020-09-24,,Active,Circle-East,51,campa;land;rules
946,F-GUI-2012-027,Forest,Guideline,Budget Release,Budget Release – Guideline,Forest Department Guideline on Budget Release,2012,2014-06-18,,Active,Circle-West,77,campa;climate;community
947,R-ORD-2015-777,Revenue,Order,Land Allotment,Land Allotment – Order,Revenue Department Order on Land Allotment,2015,2023-06-23,2026-10-21,Superseded,Statewide,28,budget;community;marketing;teak
948,R-ORD-2022-774,Revenue,Order,Eco Tourism,Eco Tourism – Order,Revenue Department Order on Eco Tourism,2022,2022-04-13,,Active,Circle-North,98,digital;marketing;plantation
949,F-NOT-2018-593,Forest,Notification,Climate Mission,Climate Mission – Notification,Forest Department Notification on Climate Mission,2018,2024-08-11,,Active,Circle-South,112,land;plantation
950,P-ORD-2017-758,Planning,Order,Community Forestry,Community Forestry – Order,Planning Department Order on Community Forestry,2017,2011-05-21,,Active,Circle-South,96,community;rules
951,F-ORD-2016-335,Finance,Order,Digital Monitoring,Digital Monitoring – Order,Finance Department Order on Digital Monitoring,2016,2021-09-30,,Active,Circle-East,63,campa;eco;plantation;wildlife
952,F-CIR-2020-475,Finance,Circular,Budget Release,Budget Release – Circular,Finance Department Circular on Budget Release,2020,2025-04-23,,Active,Circle-West,74,digital;fire;wildlife
953,R-NOT-2010-286,Revenue,Notification,Eco Tourism,Eco Tourism – Notification,Revenue Department Notification on Eco Tourism,2010,2018-08-03,,Active,Statewide,57,budget;eco;fire
954,F-GUI-2019-400,Forest,Guideline,Eco Tourism,Eco Tourism – Guideline,Forest Department Guideline on Eco Tourism,2019,2015-03-14,,Active,Statewide,118,climate;eco;land;marketing
955,F-CIR-2010-650,Finance,Circular,Digital Monitoring,Digital Monitoring – Circular,Finance Department Circular on Digital Monitoring,2010,2012-04-11,,Active,Circle-West,102,climate;rules
956,W-ORD-2010-524,Wildlife,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Wildlife Department Order on CAMPA Utilisation,2010,2025-09-30,,Active,Circle-South,70,campa;fire;rules;wildlife
957,R-ORD-2020-109,Revenue,Order,Budget Release,Budget Release – Order,Revenue Department Order on Budget Release,2020,2010-11-11,,Active,Circle-North,46,campa;patrol
958,R-CIR-2016-980,Revenue,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Revenue Department Circular on CAMPA Utilisation,2016,2024-07-13,,Active,Circle-South,106,campa;wildlife
959,W-GUI-2011-451,Wildlife,Guideline,Budget Release,Budget Release – Guideline,Wildlife Department Guideline on Budget Release,2011,2015-01-30,,Active,Statewide,56,budget;community;digital;teak
960,W-CIR-2013-194,Wildlife,Circular,Eco Tourism,Eco Tourism – Circular,Wildlife Department Circular on Eco Tourism,2013,2015-01-18,,Active,Circle-South,101,community;eco;patrol
961,W-GUI-2020-301,Wildlife,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Wildlife Department Guideline on Wildlife Protection,2020,2010-09-21,,Active,Circle-North,9,campa;offence;wildlife
962,P-GUI-2014-511,Planning,Guideline,Teak Plantation,Teak Plantation – Guideline,Planning Department Guideline on Teak Plantation,2014,2013-05-02,,Active,Circle-East,11,budget;digital;fire
963,R-NOT-2019-274,Revenue,Notification,Land Allotment,Land Allotment – Notification,Revenue Department Notification on Land Allotment,2019,2024-09-21,2026-05-15,Superseded,Circle-South,112,community;fire;patrol;rules
964,F-CIR-2024-025,Finance,Circular,Fire Management,Fire Management – Circular,Finance Department Circular on Fire Management,2024,2020-09-21,,Active,Circle-South,116,climate;marketing
965,W-CIR-2020-579,Wildlife,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Wildlife Department Circular on CAMPA Utilisation,2020,2025-04-24,,Active,Circle-East,82,digital;eco;plantation;wildlife
966,F-NOT-2010-305,Finance,Notification,Eco Tourism,Eco Tourism – Notification,Finance Department Notification on Eco Tourism,2010,2024-03-16,,Active,Circle-South,58,climate;rules;teak
967,W-NOT-2015-862,Wildlife,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Wildlife Department Notification on CAMPA Utilisation,2015,2011-01-11,,Active,Statewide,103,climate;patrol;plantation
968,R-CIR-2021-642,Revenue,Circular,Teak Plantation,Teak Plantation – Circular,Revenue Department Circular on Teak Plantation,2021,2021-07-16,,Active,Circle-North,105,fire;plantation
969,P-ORD-2010-383,Planning,Order,Teak Plantation,Teak Plantation – Order,Planning Department Order on Teak Plantation,2010,2017-05-04,,Active,Circle-West,76,digital;eco
970,W-ORD-2018-499,Wildlife,Order,Budget Release,Budget Release – Order,Wildlife Department Order on Budget Release,2018,2016-12-23,,Active,Circle-North,111,community;fire;plantation;rules
971,R-GUI-2024-786,Revenue,Guideline,Fire Management,Fire Management – Guideline,Revenue Department Guideline on Fire Management,2024,2011-03-08,,Active,Circle-North,60,plantation;wildlife
972,F-OM-2023-319,Forest,OM,Wildlife Protection,Wildlife Protection – OM,Forest Department OM on Wildlife Protection,2023,2023-01-15,,Active,Circle-North,69,digital;plantation;wildlife
973,W-GUI-2020-085,Wildlife,Guideline,Wildlife Protection,Wildlife Protection – Guideline,Wildlife Department Guideline on Wildlife Protection,2020,2019-02-03,,Active,Circle-North,52,marketing;offence
974,F-GUI-2012-181,Finance,Guideline,Digital Monitoring,Digital Monitoring – Guideline,Finance Department Guideline on Digital Monitoring,2012,2017-01-18,,Active,Circle-North,64,campa;digital
975,P-GUI-2016-381,Planning,Guideline,Teak Plantation,Teak Plantation – Guideline,Planning Department Guideline on Teak Plantation,2016,2025-09-01,,Active,Circle-West,29,plantation;rules
976,W-ORD-2020-110,Wildlife,Order,Budget Release,Budget Release – Order,Wildlife Department Order on Budget Release,2020,2022-10-01,,Active,Circle-West,17,budget;fire;land;rules
977,P-CIR-2021-343,Planning,Circular,Budget Release,Budget Release – Circular,Planning Department Circular on Budget Release,2021,2021-03-14,,Active,Statewide,18,budget;campa;digital;wildlife
978,F-CIR-2017-822,Forest,Circular,Wildlife Protection,Wildlife Protection – Circular,Forest Department Circular on Wildlife Protection,2017,2020-04-19,,Active,Circle-South,109,budget;patrol;rules;teak
979,P-GUI-2020-149,Planning,Guideline,Budget Release,Budget Release – Guideline,Planning Department Guideline on Budget Release,2020,2022-05-30,,Active,Circle-North,97,digital;fire;offence;teak
980,P-CIR-2017-175,Planning,Circular,Climate Mission,Climate Mission – Circular,Planning Department Circular on Climate Mission,2017,2024-03-02,2027-05-10,Superseded,Circle-West,5,campa;climate
981,R-CIR-2013-532,Revenue,Circular,Budget Release,Budget Release – Circular,Revenue Department Circular on Budget Release,2013,2022-06-14,2023-03-11,Superseded,Circle-East,60,budget;climate;marketing;wildlife
982,R-GUI-2018-381,Revenue,Guideline,Budget Release,Budget Release – Guideline,Revenue Department Guideline on Budget Release,2018,2025-10-27,,Active,Circle-East,15,campa;eco;land;teak
983,F-CIR-2019-743,Forest,Circular,Teak Plantation,Teak Plantation – Circular,Forest Department Circular on Teak Plantation,2019,2017-11-28,,Active,Statewide,95,budget;climate;community;patrol
